"Spontaneous_deamination_of_5-methylcytosine"	"AID/APOBEC_family_of_cytidine_deaminases"	"Failure_of_DNA_double-strand_break-repair_by_homologous_recombination"	"Smoking"	"Unknown"	"Defective_DNA_mismatch_repair"	"Ultraviolet_light_exposure"	"Polymerase_activity"	"Alkylating_agents"	"Aristolochic_acid_exposure"	"Tobacco_chewing"
"TCGA-50-5055-01A"	0.510447013353424	0	0	0	0.39440473030885	0	0	0	0	0	0
"TCGA-95-A4VN-01A"	0	0	0	0.799562728026063	0	0	0	0	0	0	0
"TCGA-44-7659-01A"	0	0	0	0.590675625944175	0.172132117452219	0.0831652878249301	0	0	0	0	0
"TCGA-NJ-A7XG-01A"	0.67998714331953	0	0	0.182814212591195	0.081566461963415	0	0	0	0	0	0
"TCGA-97-8179-01A"	0	0	0	0.561296882063343	0.233970354404517	0	0	0	0	0	0
"TCGA-44-8120-01A"	0	0	0	0.785530672084819	0.0835968742299336	0.0604470646163575	0	0	0	0	0
"TCGA-97-8171-01A"	0.531434604461481	0	0	0.179170673202489	0.242538958304601	0	0	0	0	0	0
"TCGA-44-3398-01A"	0	0.207199794123692	0	0.55124290162969	0	0.170366972826994	0	0	0	0	0
"TCGA-NJ-A55R-01A"	0	0	0	0.750873905809592	0	0.126651960492527	0	0	0	0	0
"TCGA-55-8511-01A"	0	0.0678013520250905	0	0.719154788057635	0	0.0912485491038247	0	0	0	0	0
"TCGA-MN-A4N4-01A"	0	0.208084080583524	0	0.676091261263622	0	0	0	0	0	0	0
"TCGA-17-Z031-01A"	0	0	0	0.787563714490281	0.105561477902234	0	0	0	0	0	0
"TCGA-MP-A4TE-01A"	0.273596860748478	0	0	0.416825119220087	0.110748580673235	0.116286407757371	0	0	0	0	0
"TCGA-55-7574-01A"	0	0.312405902151572	0.150952429683316	0.185279675318057	0.103979502191609	0	0.141876147419812	0	0	0	0
"TCGA-44-A4SU-01A"	0	0	0	0.450969758575887	0.121624711506825	0.255637044986458	0	0	0	0	0
"TCGA-99-8025-01A"	0	0.250736602163467	0	0.466636224316678	0	0.176168051322494	0	0	0	0	0
"TCGA-17-Z017-01A"	0	0	0.207977633568231	0.561488044320218	0	0	0	0	0	0	0
"TCGA-55-8299-01A"	0	0	0	0.623018456637266	0.125597729424783	0	0	0	0	0	0.131159807659792
"TCGA-17-Z052-01A"	0.0691447497538391	0	0.0829069856028909	0.570739428611718	0	0.224167103427825	0	0	0	0	0
"TCGA-38-4626-01A"	0	0	0	0.80994994712451	0.0884291169862541	0	0	0	0	0	0
"TCGA-L4-A4E5-01A"	0	0	0	0.882607569847164	0	0	0	0	0	0	0
"TCGA-MP-A4TC-01A"	0	0.0688718122419558	0	0.771852417359544	0	0.0865903408120423	0	0	0	0	0
"TCGA-95-8494-01A"	0.218304803643186	0.519755709767051	0	0	0	0.165306739471901	0	0	0	0	0
"TCGA-97-A4M3-01A"	0	0	0	0.708747604097627	0	0	0	0	0	0	0
"TCGA-44-6774-01A"	0	0	0	0.739575812158034	0.230619921472262	0	0	0	0	0	0
"TCGA-75-6205-01A"	0.169535255154376	0	0.29506393085995	0	0.16200284923155	0.127090305162778	0	0.0662787663564456	0	0	0
"TCGA-17-Z011-01A"	0.148186807679272	0	0	0.669295797376703	0	0	0	0	0	0	0
"TCGA-86-A456-01A"	0	0	0	0.677210055016884	0.100955357713894	0.0705198643151582	0	0	0	0	0
"TCGA-L9-A8F4-01A"	0	0	0.180213837110773	0.656558241678188	0	0	0	0	0	0	0.0675279638040042
"TCGA-05-4424-01A"	0	0	0	0.710164046266119	0	0	0	0	0	0	0
"TCGA-49-4487-01A"	0	0.0740208709044272	0.105713744403154	0.522422924982261	0.15493533347598	0	0	0	0	0	0
"TCGA-55-6970-01A"	0	0	0	0.614301938022404	0.0771347204285142	0.127863687456786	0	0	0	0	0
"TCGA-17-Z026-01A"	0	0.451646039481952	0	0.430721441106437	0	0	0	0	0	0	0
"TCGA-MN-A4N1-01A"	0.0973292224849045	0	0	0.629743665663072	0.15709909776693	0	0	0	0	0	0
"TCGA-55-7727-01A"	0	0.269280460977603	0	0.425730363539097	0	0.0917187236175396	0.133907457617835	0	0	0	0
"TCGA-J2-8194-01A"	0.21496028144963	0	0	0	0.292025006641276	0.0762073693564663	0.0850328308691847	0	0	0.0975317775455993	0
"TCGA-73-4666-01A"	0	0	0	0.678326581371421	0	0.0606603616390475	0	0	0	0	0
"TCGA-95-7567-01A"	0	0	0	0.334511132059451	0.10853478349883	0.52313201825576	0	0	0	0	0
"TCGA-44-2656-01A"	0	0	0	0.873475151265547	0	0	0	0	0	0	0
"TCGA-44-A47F-01A"	0	0.084743029592296	0.164310305995265	0	0.0953758341933597	0.266930615406443	0.106978681047304	0	0	0	0.112729716987793
"TCGA-53-7626-01A"	0	0	0	0.612170300585351	0.10723662660329	0.0935784014272694	0	0	0	0	0
"TCGA-55-A57B-01A"	0.411224040766173	0	0.171245705296292	0	0.145756497028297	0.144206070693941	0.11457024558159	0	0	0	0
"TCGA-44-5645-01A"	0.42781567241322	0	0	0	0.386005651500741	0.120445244738959	0	0	0	0	0
"TCGA-44-3917-01A"	0	0.0810492136091892	0	0.616591272600807	0.0773363138667959	0	0	0	0	0	0
"TCGA-05-4250-01A"	0	0	0	0.566294094113042	0.0654843399949825	0.155610223085017	0	0	0	0	0
"TCGA-55-7227-01A"	0.136654574443497	0	0	0.6213790789442	0	0.12044386478257	0	0	0	0	0
"TCGA-17-Z041-01A"	0.19705212899083	0.102550471690508	0	0	0.532225230805799	0.0812939578262516	0	0	0	0	0
"TCGA-17-Z025-01A"	0.075175781215434	0	0	0.693079296673976	0.179880671648164	0	0	0	0	0	0
"TCGA-05-4417-01A"	0	0	0.0815833297319043	0.567852331092769	0	0	0	0	0	0	0.160513946094122
"TCGA-MP-A4TD-01A"	0.0975219064337302	0	0.100219306917265	0.453347885890249	0.0729397632418197	0.235510069958847	0	0	0	0	0
"TCGA-50-5941-01A"	0	0	0.145256640982948	0.642572425260739	0	0	0	0	0	0	0
"TCGA-44-6775-01A"	0	0.0641291672996024	0.215156647689107	0	0.485938549154557	0.167213539889828	0	0	0	0	0
"TCGA-50-6591-01A"	0.283524684006893	0	0.0791879367318491	0	0.249340024148873	0.0794340211271195	0.188636814552791	0.0633874840085791	0	0	0
"TCGA-55-A490-01A"	0	0	0	0.74152573311515	0.103161125873544	0	0	0	0	0	0
"TCGA-49-4488-01A"	0	0.0634643738327314	0	0.794140287189144	0	0	0	0	0	0	0
"TCGA-55-8089-01A"	0	0.252637170154634	0	0.616689345513163	0	0	0	0	0	0	0
"TCGA-05-4384-01A"	0	0	0	0.601082706495398	0.0868763564459743	0.107487216979764	0	0	0	0	0
"TCGA-17-Z023-01A"	0	0.082131010347535	0.099685596756898	0.432224568223675	0.24222831743342	0	0	0	0	0	0
"TCGA-50-6594-01A"	0	0	0	0.787808514335002	0	0	0	0	0	0	0
"TCGA-55-6979-01A"	0	0.213913322229885	0.170779264462968	0.229612534374784	0.21360549100002	0	0.121321692274419	0	0	0	0
"TCGA-73-4659-01A"	0.104572569028911	0	0	0.790222977550232	0	0	0	0	0	0	0
"TCGA-O1-A52J-01A"	0	0	0.092224341040877	0.545266947764194	0.128353005524751	0.162150975978573	0	0	0	0	0
"TCGA-44-7660-01A"	0	0.07097250058067	0.193985140820438	0.4343643938615	0.0975842497274793	0.0875582158656149	0	0	0	0	0
"TCGA-99-8032-01A"	0	0	0	0.787052699238168	0	0.127485288738414	0	0	0	0	0
"TCGA-53-7624-01A"	0	0.143480348630319	0	0.614111173350662	0	0.066761309972448	0	0	0	0	0
"TCGA-55-7816-01A"	0.302659616187724	0	0	0	0.697340383812276	0	0	0	0	0	0
"TCGA-91-6830-01A"	0	0.651024662241504	0	0	0.0912297808622857	0	0.0941220128245768	0	0	0.0604824245627508	0
"TCGA-62-A470-01A"	0.248521416219281	0	0.0779259448338705	0.198100459813985	0.232887652342053	0.103787755258574	0	0	0	0	0
"TCGA-91-A4BC-01A"	0	0	0	0.847737361407236	0	0.106772059336994	0	0	0	0	0
"TCGA-35-4122-01A"	0	0.0681816736065522	0.232256373386083	0.0917590347466778	0.398130293608663	0.106580961040279	0	0	0	0	0
"TCGA-86-7701-01A"	0.122298377507442	0	0	0.658315883522453	0	0	0	0	0	0	0
"TCGA-17-Z027-01A"	0	0	0.0954443368493149	0.358715131577995	0.133897570545793	0.158346588087146	0	0	0	0	0
"TCGA-17-Z001-01A"	0	0	0.101900462864165	0.621287844600205	0.0772090898065843	0	0	0	0	0	0
"TCGA-L4-A4E6-01A"	0	0.319640466648333	0	0	0.613940282256761	0	0	0	0	0	0
"TCGA-55-7815-01A"	0.169312002664045	0	0	0.694301649943361	0.0817678342583338	0	0	0	0	0	0
"TCGA-44-8119-01A"	0	0	0.0780595715294737	0.684510772702848	0	0.108638510872683	0	0	0	0	0
"TCGA-95-7039-01A"	0	0	0	0.767811546884944	0	0.0774897823091791	0	0	0	0	0
"TCGA-99-8033-01A"	0.11235077351862	0	0.0614425461521952	0.400451653118716	0.225695891279011	0.14717008909914	0	0	0	0	0
"TCGA-95-A4VP-01A"	0	0	0	0.545281242880807	0.126467327194795	0.207431176052252	0	0	0	0.0773083013752159	0
"TCGA-49-AARE-01A"	0	0	0	0.802197464228667	0.060684778822766	0	0	0	0	0	0
"TCGA-97-8175-01A"	0.0971247861875158	0	0	0	0.844046152924544	0	0	0	0	0	0
"TCGA-50-6595-01A"	0	0.0897949709448393	0.291416732565474	0	0	0.0657610763653521	0.217441114190136	0	0	0	0.0851351880742252
"TCGA-05-4403-01A"	0.236192187204228	0	0	0.397823385171142	0.0840612409246324	0.0891770432199352	0.0661773210108445	0	0	0	0
"TCGA-55-A4DG-01A"	0	0	0	0.83320399684901	0	0.102270330145343	0	0	0	0	0
"TCGA-69-7973-01A"	0.0721793822638064	0	0	0.600504464854109	0.235996605430496	0	0	0	0	0	0
"TCGA-55-8094-01A"	0	0	0	0.62794998271032	0.145075132865716	0.0802908954726159	0	0	0	0	0
"TCGA-55-8510-01A"	0	0	0	0.765368945105785	0	0.067169188201554	0	0	0	0	0
"TCGA-78-7145-01A"	0.126511333862793	0	0	0.669631499086598	0	0	0	0	0	0	0
"TCGA-69-7980-01A"	0	0.116694871742006	0	0.665530859705679	0	0.0843735655535874	0	0	0	0	0
"TCGA-55-8506-01A"	0.187285299626263	0	0	0.488916439181932	0	0.273524363681542	0	0	0	0	0
"TCGA-62-A471-01A"	0.115774042542346	0.367741235320123	0.14079498258872	0	0	0	0.0840368379650154	0.123637837626737	0	0	0
"TCGA-55-1595-01A"	0.0980819971254446	0	0	0.517560385229622	0.3286293873192	0	0	0	0	0	0
"TCGA-44-2661-01A"	0	0	0.103227731991446	0	0.708456207339504	0.173439480587227	0	0	0	0	0
"TCGA-78-7633-01A"	0	0	0	0.523189293985148	0.211988273290103	0	0	0	0	0	0
"TCGA-17-Z037-01A"	0.868715677583875	0	0	0	0.0655327338118775	0	0	0	0	0	0
"TCGA-64-1680-01A"	0.442614406008398	0.301782801465407	0	0	0	0	0	0	0	0	0.124394528451566
"TCGA-64-1679-01A"	0	0	0	0.666332705784615	0.172955021655795	0	0	0	0	0	0
"TCGA-75-6203-01A"	0.836315916418658	0	0	0	0	0.163684083581342	0	0	0	0	0
"TCGA-97-7554-01A"	0	0	0	0.750536992017827	0.0604746763239715	0	0.0704862209379535	0	0	0	0
"TCGA-95-A4VK-01A"	0.11434155127075	0	0	0.692270594945943	0.0749378174013408	0	0	0	0	0	0
"TCGA-78-8655-01A"	0	0	0	0.528997791433663	0	0.303012234488297	0.107855906843364	0	0	0	0
"TCGA-49-4486-01A"	0	0.418898130421583	0.122809680913353	0	0.163813937365585	0	0.117339868143283	0	0	0	0
"TCGA-55-8208-01A"	0	0.393163193948504	0.094420231085414	0.159302508999117	0.106133516679457	0.065250941105672	0.0701905590299684	0	0	0	0
"TCGA-05-4415-01A"	0	0	0	0.764313146125808	0.0813342684721805	0	0	0	0	0	0
"TCGA-97-A4M5-01A"	0.110803736809199	0.636933674084217	0	0	0.105303892924751	0	0	0	0	0	0
"TCGA-MP-A4TH-01A"	0.151568232601133	0	0	0.238766737553079	0.349937202294144	0	0	0	0	0.0921312272980696	0
"TCGA-55-7570-01A"	0	0.138413178419362	0.154844325887771	0.357996761513777	0.0923756828346268	0	0	0	0	0	0
"TCGA-86-8280-01A"	0	0	0	0	0.350610881433362	0.344094602091038	0.26673670926792	0	0	0	0
"TCGA-75-5125-01A"	0.146336870772462	0.170149039794901	0.0898530625400092	0.258884001339891	0.0659786453165412	0.0717564595780999	0	0.0804643745463537	0	0	0
"TCGA-MP-A4TA-01A"	0	0	0.0685174306039722	0.571986017948585	0	0.105934123022169	0	0	0	0	0
"TCGA-97-8552-01A"	0	0	0.324930600246934	0.0797598350997213	0.190110751527557	0.0811931333103471	0.0617486364145626	0	0.101987737049304	0	0
"TCGA-73-4662-01A"	0.0819752170141884	0	0	0.579330935832877	0.149175703858334	0	0	0	0	0	0
"TCGA-95-7944-01A"	0.0609131177969007	0.678825538086247	0	0.069950570569191	0	0	0.133335769639388	0	0	0	0
"TCGA-86-8278-01A"	0.166069845509643	0.788350765825065	0	0	0	0	0	0	0	0	0
"TCGA-55-7283-01A"	0.264104011025725	0.173552766032243	0.0684375988305663	0.37369994385455	0	0.0639527493659347	0	0	0	0	0
"TCGA-55-7726-01A"	0.23871049961539	0.509915296251802	0	0	0	0	0	0	0	0.0749558246987102	0
"TCGA-MP-A4SY-01A"	0.121347034878285	0.096148877593896	0.124278026920194	0.367180602411893	0	0	0.0654196568110509	0	0	0	0
"TCGA-44-6144-01A"	0.10571221124216	0	0	0.660566122422229	0	0.0791821176171598	0	0	0	0	0
"TCGA-55-7995-01A"	0	0.0635624389440698	0.110926267127569	0.645326074513427	0	0	0	0	0	0	0
"TCGA-50-5935-01A"	0.083487946942419	0.551906544146622	0	0	0.106708801641571	0.121205503594445	0	0	0	0	0
"TCGA-L9-A7SV-01A"	0	0	0	0.881936310455826	0	0	0	0	0	0	0
"TCGA-55-7725-01A"	0.0764321230403773	0	0	0.413121243876341	0.181513205135985	0	0	0	0	0	0.0971695962395117
"TCGA-95-7562-01A"	0	0	0	0.915748317588306	0	0	0	0	0	0	0
"TCGA-05-4398-01A"	0.0743940770081997	0.061680956906114	0	0.665750730785141	0	0	0	0	0	0	0
"TCGA-55-6982-01A"	0.10076414760942	0.689120278256774	0.0829525731618779	0	0	0	0	0	0	0	0
"TCGA-50-7109-01A"	0	0	0.11888934047255	0.607615973275283	0	0.135267071178042	0	0	0	0	0
"TCGA-44-2657-01A"	0.0645039194740679	0	0	0.725597720585596	0.0609972991296269	0.0707691289344162	0	0	0	0	0
"TCGA-49-6742-01A"	0	0.392865056188125	0	0.0672854419187717	0.301239903642886	0.0964858081475361	0.0944808631567727	0	0	0	0
"TCGA-NJ-A4YG-01A"	0.173841157566687	0.203983037210899	0	0.186605744231107	0.230681225522052	0	0	0	0	0	0
"TCGA-17-Z061-01A"	0	0	0.294476263450758	0.233617087604155	0.0968796636427336	0	0	0	0	0	0
"TCGA-55-7281-01A"	0	0	0	0.64169178850833	0.0909908951740978	0	0.0813137429430104	0	0	0	0
"TCGA-05-4244-01A"	0	0	0	0.722478640472415	0	0.128335542843136	0	0	0	0	0
"TCGA-49-4514-01A"	0	0.24256046209892	0	0.398755684008471	0.102757788612317	0.0722697557740045	0.0894190778031618	0	0	0	0
"TCGA-MP-A4T6-01A"	0.248293185298552	0.161785979857767	0	0	0.271788605754704	0.0909303554693646	0.148600079147607	0	0	0	0
"TCGA-55-8203-01A"	0	0	0	0.767676428004556	0	0.113304249190575	0	0	0	0	0
"TCGA-55-7573-01A"	0	0.075355688196156	0	0.279204198558671	0.513169612776263	0	0	0	0	0	0
"TCGA-49-6744-01A"	0	0	0	0.694118463664413	0.178850128519851	0	0	0	0	0	0
"TCGA-93-7347-01A"	0	0	0.0618595630104503	0.533918747590058	0.195371435549153	0.084478486272669	0	0	0	0	0
"TCGA-78-7542-01A"	0	0.0617218167821446	0	0.801785804256353	0	0.0718883820549819	0	0	0	0	0
"TCGA-69-7979-01A"	0	0	0	0.838392784534379	0	0	0	0	0	0	0
"TCGA-05-4395-01A"	0.102049974426773	0.263036760489258	0	0.492250124506714	0	0	0.0705903016166777	0	0	0	0
"TCGA-17-Z058-01A"	0	0	0	0.544326943335669	0.149296973685466	0.221642627087254	0	0	0	0	0
"TCGA-MP-A4SV-01A"	0	0.303310692309639	0.100110964112332	0.240232048438756	0	0.103221535827802	0.0687785903209763	0	0	0	0
"TCGA-MP-A4T4-01A"	0	0	0	0.62889882970518	0.0631466413194599	0.12939871203554	0	0	0	0	0
"TCGA-17-Z020-01A"	0	0.249814866842249	0	0.355956630586844	0	0.0837924223356246	0	0	0	0.0684869272616524	0
"TCGA-62-8398-01A"	0	0.0608718989294232	0	0	0.451852050627996	0.11398875069095	0	0.073945421458135	0	0	0.0774134839521686
"TCGA-44-8117-01A"	0	0	0	0.835222176831915	0	0.0799290833933507	0	0	0	0	0
"TCGA-97-A4M2-01A"	0.214152477097864	0	0.0688987567604053	0	0.424399078533884	0	0	0	0	0.0955743573446634	0.196975315678552
"TCGA-55-8507-01A"	0	0	0	0.82923199109443	0	0	0	0	0	0	0
"TCGA-44-7672-01A"	0.0634360509751032	0	0	0.65866952379935	0.116070806958644	0	0	0	0	0.0786830470415756	0
"TCGA-91-6831-01A"	0	0	0.1093688276418	0.598363779588043	0	0.0979287525739265	0	0	0	0	0
"TCGA-78-7146-01A"	0.121612709777115	0.190344559297424	0	0.521856805187618	0.0737935241714306	0	0	0	0	0	0
"TCGA-49-4490-01A"	0.319487472049895	0.238108214534564	0	0	0	0.234122429253201	0	0	0	0	0
"TCGA-73-A9RS-01A"	0	0	0	0.851395689172799	0	0	0	0	0	0	0
"TCGA-50-5044-01A"	0	0.692119861534788	0.0607190642685763	0	0	0	0.0782725190407693	0	0	0	0
"TCGA-17-Z000-01A"	0.110759843457787	0.174431228341473	0	0.17555798932321	0.294247904620445	0.0745768627700782	0.0618729753730095	0	0	0	0
"TCGA-86-6562-01A"	0.315772259187545	0.10454794681656	0.430635221866487	0	0.0777084383659332	0	0	0	0	0	0
"TCGA-05-4430-01A"	0	0	0	0.632110272679903	0	0.0629788717972427	0	0	0	0	0.12536198818888
"TCGA-55-8615-01A"	0	0	0	0.412430185707782	0.24749571116002	0.130329558147302	0	0	0	0	0
"TCGA-55-8302-01A"	0	0	0	0.865863606273709	0	0	0	0	0	0	0
"TCGA-44-6777-01A"	0	0.18357057179614	0	0.565598896897525	0	0.0681114743042729	0	0	0	0	0
"TCGA-67-3774-01A"	0	0	0	0.460218717880887	0.177908777966823	0.107127935052679	0	0	0	0.0757366619013669	0
"TCGA-55-8512-01A"	0	0	0	0.161567059880764	0.773761119822637	0	0	0	0	0	0
"TCGA-17-Z009-01A"	0	0	0	0.523262307883818	0.34163484939466	0	0	0	0	0.0884466806012501	0
"TCGA-49-6767-01A"	0	0	0	0.724941127812056	0	0.137015379491501	0	0	0	0	0
"TCGA-50-8459-01A"	0.122371513650357	0	0	0.330373129120326	0.228373388015216	0.0860659489724173	0	0	0	0	0
"TCGA-97-A4M1-01A"	0.534104641004481	0.188980932360477	0.170187690797586	0	0	0	0	0	0	0	0.0620938693467008
"TCGA-50-5939-01A"	0	0.123852791269752	0	0.0714959128818217	0.406524174062012	0.142471726038135	0	0	0	0	0.080869020088932
"TCGA-05-5429-01A"	0.734075509273988	0	0.0929520814530507	0	0	0	0	0.0765721800009984	0	0	0
"TCGA-55-8513-01A"	1	0	0	0	0	0	0	0	0	0	0
"TCGA-17-Z042-01A"	0	0	0	0.760027928811571	0.0909423609823713	0	0	0	0	0	0
"TCGA-49-4494-01A"	0.125943028540002	0	0	0.763280171348153	0.0728575921602334	0	0	0	0	0	0
"TCGA-64-5779-01A"	0	0	0	0.718547222052392	0.0756148893330274	0.0976251211657358	0	0	0	0	0
"TCGA-44-6148-01A"	0	0	0	0	0.111266574084676	0	0.206606046824751	0	0	0	0
"TCGA-17-Z051-01A"	0.0853654575428118	0	0	0.110143785634318	0.359886755772584	0.0628980905048501	0	0	0	0.0619286077481082	0.0723793878569299
"TCGA-75-5122-01A"	0	0.0744803828835742	0.24045902697028	0.126450151136111	0	0.206622108839791	0.141428762244364	0	0	0	0.199447492262524
"TCGA-64-5781-01A"	0	0.0656391218193095	0	0.717092731373927	0.0895832124898783	0	0	0	0	0	0
"TCGA-17-Z059-01A"	0.0767203259521043	0.171549248506592	0	0.437662398548858	0.219534115931415	0	0	0	0	0	0
"TCGA-50-6593-01A"	0	0	0	0.674193614848081	0.0908436082616573	0.0616580209044441	0	0	0	0	0
"TCGA-93-8067-01A"	0	0.640244879939861	0	0	0	0	0.0751909223949695	0	0	0	0.0865443304546134
"TCGA-50-5045-01A"	0	0	0	0.909133465706041	0	0	0	0	0	0	0
"TCGA-93-A4JQ-01A"	0	0.338461048665403	0.3434570472461	0	0.0658063469735347	0.105087396778305	0	0	0	0.0673401650630622	0
"TCGA-17-Z044-01A"	0	0	0	0.414411777116383	0.361323075574166	0	0	0	0	0	0
"TCGA-35-5375-01A"	0	0	0	0.581553005047991	0	0.105599397994835	0	0	0	0	0
"TCGA-55-A491-01A"	0	0	0	0.735550805460437	0	0.0957690437277329	0	0	0	0	0
"TCGA-55-8091-01A"	0.710015352265086	0	0	0	0	0.262443880524375	0	0	0	0	0
"TCGA-NJ-A4YF-01A"	0	0	0	0.891359885055647	0	0	0	0	0	0	0
"TCGA-62-A46V-01A"	0.343794306003175	0.0628625372093915	0.101787610044736	0	0.127723887249651	0.0632219339317009	0	0.0687829672349644	0	0	0
"TCGA-86-8671-01A"	0.336827723147915	0	0	0	0.372822607663501	0	0	0.109200525704201	0	0	0
"TCGA-55-8619-01A"	1	0	0	0	0	0	0	0	0	0	0
"TCGA-67-6215-01A"	0	0	0	0	0.956146553835677	0	0	0	0	0	0
"TCGA-78-7220-01A"	0	0.0655970677039889	0	0.677223079917098	0	0	0	0	0	0	0
"TCGA-67-3771-01A"	0	0.217493909864057	0.115905748280014	0.383830096421764	0	0.117317491837538	0.0794440360100715	0	0	0	0
"TCGA-62-A46O-01A"	0	0.13518890111204	0	0.732909861147885	0	0.0648980421438458	0	0	0	0	0
"TCGA-86-A4P8-01A"	0	0	0	0	1	0	0	0	0	0	0
"TCGA-91-6828-01A"	0.063088258299835	0	0	0.811131389284867	0	0	0	0	0	0	0
"TCGA-97-7552-01A"	0.476975292566728	0	0	0	0.0925565382716804	0.258271200234999	0	0.123148487220066	0	0	0
"TCGA-62-A46S-01A"	0.249770262521769	0	0	0.439626830188318	0	0	0.098747572235004	0	0	0	0
"TCGA-78-7153-01A"	0.205389603703046	0.161878813742008	0.16844024266284	0	0.15739134395345	0.111123551543379	0	0	0	0	0
"TCGA-71-6725-01A"	0.695648030502088	0	0	0	0	0.157833227999513	0.12547959371577	0	0	0	0
"TCGA-38-4629-01A"	0.105587738433727	0	0	0.58101168112212	0.148709882199667	0	0	0	0	0	0
"TCGA-MP-A4TI-01A"	0	0.496182214679856	0	0.109754605343878	0.135613180953208	0.112711308987129	0	0	0	0	0
"TCGA-53-7813-01A"	0	0	0	0.533140198934433	0	0.216619885342747	0	0	0	0	0.0821867307374917
"TCGA-38-4630-01A"	0.290781052946405	0.392136363704719	0.163094699957917	0	0	0	0	0.0740843097585299	0	0	0
"TCGA-97-A4M0-01A"	0	0.150539793058125	0	0.574124236362947	0.060610630904553	0.0733820432526643	0	0	0	0	0
"TCGA-17-Z010-01A"	0	0.083863220586127	0	0.746245462258814	0	0	0	0	0	0	0
"TCGA-17-Z016-01A"	0.0914231161596108	0	0	0.758457402987248	0.0636954644461132	0	0	0	0	0	0
"TCGA-55-6980-01A"	0.329063194347006	0	0	0	0.170963199367085	0	0	0	0.451193898128324	0	0
"TCGA-05-4420-01A"	0	0	0	0.486862748499922	0.272961953361739	0.0744694156236691	0	0	0	0	0
"TCGA-38-4632-01A"	0	0	0	0.68812725052169	0.0827995546733406	0	0.0645486167225294	0	0	0	0
"TCGA-44-6776-01A"	0	0	0	0.591346873747776	0.215582745206296	0.113568999662235	0	0	0	0	0
"TCGA-50-6597-01A"	0.443342905341747	0.291278899619591	0	0	0	0	0.0773810358885663	0	0	0	0
"TCGA-44-6778-01A"	0	0	0	0.650435217207532	0.0948033698971276	0.0617441831594567	0	0	0	0	0
"TCGA-62-A472-01A"	0.225685693324165	0	0.0919444672435902	0	0.322691418511099	0	0.159633986746041	0	0	0	0
"TCGA-55-A492-01A"	0.0709833528819048	0	0	0.71715755006344	0.0631983955631354	0	0	0	0	0	0
"TCGA-69-7764-01A"	0	0	0.127355921664312	0.0692170037774167	0.397763991208993	0.290268403548751	0	0	0	0	0
"TCGA-78-7150-01A"	0.117585578357625	0.269527472025875	0.0840167110279577	0.33014463172446	0	0	0.06877329930793	0	0	0	0
"TCGA-80-5611-01A"	0	0	0.122027952015163	0.41590725626133	0.239089283497145	0.0945215214836409	0	0	0	0	0
"TCGA-86-8585-01A"	0	0.0941832893900663	0	0.579758804411425	0.102000118942731	0	0	0	0	0	0
"TCGA-44-A47A-01A"	0.147494615464915	0.245970426293978	0	0.136322676157699	0.152007795746725	0.0680041903878339	0.0907709880376304	0	0	0.0658658937799314	0
"TCGA-69-7765-01A"	0	0.0668250826000905	0	0.766368351437347	0	0.0774359408045545	0	0	0	0	0
"TCGA-50-5930-01A"	0	0	0	0.899020182124844	0	0.0823274071196119	0	0	0	0	0
"TCGA-49-AAR0-01A"	0	0	0	0.382107878959942	0.11661693360602	0.12706224391709	0	0	0	0.0863156439261813	0
"TCGA-49-AARQ-01A"	0	0	0	0.746042081990415	0.112379720668539	0	0	0	0	0	0
"TCGA-55-8096-01A"	0.145717911895493	0	0	0.613114691313077	0	0	0	0	0	0	0.0907208455892245
"TCGA-73-4677-01A"	0	0	0	0.594300725270918	0	0.0648862815933148	0	0	0	0	0.187983544650824
"TCGA-J2-A4AE-01A"	0.292583769667753	0.271769840950906	0.126293931080003	0	0.169787289494584	0.084278150875338	0	0	0	0	0
"TCGA-50-5051-01A"	0	0	0	0.465828370007971	0.119176650493235	0.145179100138881	0	0	0	0	0
"TCGA-91-6840-01A"	0.188311708241485	0.500506544564886	0.119731553917331	0	0	0	0	0.0705737823301672	0	0	0
"TCGA-55-1594-01A"	0.0816950710744282	0.297616915854714	0.124341268627586	0.147789816691173	0	0.100316007283474	0	0	0	0	0.129204510033759
"TCGA-55-5899-01A"	0	0.178778841002545	0	0.588021120892769	0.0869337755882899	0	0	0	0	0	0
"TCGA-95-7948-01A"	0.108841098731125	0.825055615378687	0	0	0	0	0	0	0	0	0
"TCGA-L9-A444-01A"	0	0	0	0.72730748740736	0.192045107937942	0	0	0	0	0	0
"TCGA-69-8254-01A"	0.339725657001475	0	0	0.380392934317399	0.0919872755296132	0	0.10013015472479	0	0	0.0620681582060269	0
"TCGA-78-7167-01A"	0	0.246291940893618	0.121895804070053	0.199275070391474	0.12397554880297	0.186839032345119	0	0	0.0637069028405642	0	0
"TCGA-49-4506-01A"	0	0	0	0.59912386881198	0.103843565628111	0.212891715191711	0	0	0	0	0
"TCGA-95-8039-01A"	0	0.171436737592099	0.289514969292811	0.177886168491951	0	0.277655874026063	0	0	0.0661953024872682	0	0
"TCGA-75-6214-01A"	0	0.157118969733508	0	0.45331949667976	0.145666802465753	0.0731253938571473	0.072548591316184	0	0	0	0
"TCGA-55-7903-01A"	0	0.0606461844725896	0	0.351027584144659	0.109331897587594	0.267334635981769	0	0	0.101637818895824	0	0
"TCGA-38-4631-01A"	0	0	0	0.870723719030726	0	0	0	0	0	0	0
